城市,公交名,首末班车时间,起始站,起始站经度,起始站纬度,终点站,终点站经度,终点站纬度,站点名,最高价,英文名,站数,经度,纬度,性质,线路ID,区号,区县编码,站点ID,总站数,发车间隔,线路总长度,基础价格,站点状态,ICCARD
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,剑川路,3,jian chuan lu,6,121.416582,31.026483,地铁,310100034539,021,310112,310100034539007,11,6-10分钟,16.57771,2,1,1
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,北桥,3,bei qiao,7,121.410054,31.045112,地铁,310100034539,021,310112,310100034539008,11,6-10分钟,16.57771,2,1,1
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,颛桥,3,zhuan qiao,8,121.401868,31.067013,地铁,310100034539,021,310112,310100034539009,11,6-10分钟,16.57771,2,1,1
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,银都路,3,yin du lu,9,121.390264,31.089345,地铁,310100034539,021,310112,310100034539010,11,6-10分钟,16.57771,2,1,1
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,春申路,3,chun shen lu,10,121.385818,31.09825,地铁,310100034539,021,310112,310100034539011,11,6-10分钟,16.57771,2,1,1
上海,地铁5号线,06:00-22:00,闵行开发区,121.369712,31.000627,莘庄,121.385379,31.111193,莘庄,3,shen zhuang,11,121.385379,31.111193,地铁,310100034539,021,310112,310100034539012,11,6-10分钟,16.57771,2,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,港城路,6,gang cheng lu,1,121.574752,31.353005,地铁,310100024541,021,310115,310100024541002,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,外高桥保税区北,6,wai gao qiao bao shui qu bei,2,121.586926,31.347802,地铁,310100024541,021,310115,310100024541003,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,航津路,6,hang jin lu,3,121.593974,31.335371,地铁,310100024541,021,310115,310100024541004,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,外高桥保税区南,6,wai gao qiao bao shui qu nan,4,121.601963,31.321578,地铁,310100024541,021,310115,310100024541005,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,洲海路,6,zhou hai lu,5,121.589396,31.312229,地铁,310100024541,021,310115,310100024541006,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,五洲大道,6,wu zhou da dao,6,121.589212,31.302569,地铁,310100024541,021,310115,310100024541007,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,东靖路,6,dong jing lu,7,121.588736,31.290684,地铁,310100024541,021,310115,310100024541008,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,巨峰路,6,ju feng lu,8,121.588365,31.280684,地铁,310100024541,021,310115,310100024541009,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,五莲路,6,wu lian lu,9,121.587866,31.272025,地铁,310100024541,021,310115,310100024541010,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,博兴路,6,bo xing lu,10,121.586689,31.26352,地铁,310100024541,021,310115,310100024541011,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,金桥路,6,jin qiao lu,11,121.581817,31.257084,地铁,310100024541,021,310115,310100024541012,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,云山路,6,yun shan lu,12,121.572775,31.250413,地铁,310100024541,021,310115,310100024541013,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,德平路,6,de ping lu,13,121.564237,31.2454,地铁,310100024541,021,310115,310100024541014,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,北洋泾路,6,bei yang jing lu,14,121.552314,31.239145,地铁,310100024541,021,310115,310100024541015,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,民生路,6,min sheng lu,15,121.543527,31.235851,地铁,310100024541,021,310115,310100024541016,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,源深体育中心,6,yuan shen ti yu zhong xin,16,121.534642,31.233004,地铁,310100024541,021,310115,310100024541017,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,世纪大道,6,shi ji da dao,17,121.527221,31.228764,地铁,310100024541,021,310115,310100024541018,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,浦电路(6号线),6,pu dian lu (6 hao xian ),18,121.529122,31.220104,地铁,310100024541,021,310115,310100024541019,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,蓝村路,6,lan cun lu,19,121.527627,31.211672,地铁,310100024541,021,310115,310100024541020,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,上海儿童医学中心,6,shang hai er tong yi xue zhong xin,20,121.523482,31.203277,地铁,310100024541,021,310115,310100024541021,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,临沂新村,6,lin yi xin cun,21,121.516695,31.193202,地铁,310100024541,021,310115,310100024541022,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,高科西路,6,gao ke xi lu,22,121.509845,31.185761,地铁,310100024541,021,310115,310100024541023,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,东明路,6,dong ming lu,23,121.510868,31.172646,地铁,310100024541,021,310115,310100024541024,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,高青路,6,gao qing lu,24,121.515787,31.159907,地铁,310100024541,021,310115,310100024541025,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,华夏西路,6,hua xia xi lu,25,121.514539,31.149878,地铁,310100024541,021,310115,310100024541026,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,上南路,6,shang nan lu,26,121.506151,31.14903,地铁,310100024541,021,310115,310100024541027,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,灵岩南路,6,ling yan nan lu,27,121.495295,31.148665,地铁,310100024541,021,310115,310100024541028,28,6-12分钟,32.57011,3,1,1
上海,地铁6号线,05:30-22:30,港城路,121.574752,31.353005,东方体育中心,121.480304,31.153366,东方体育中心,6,dong fang ti yu zhong xin,28,121.480304,31.153366,地铁,310100024541,021,310115,310100024541029,28,6-12分钟,32.57011,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,美兰湖,7,mei lan hu,1,121.349966,31.401949,地铁,310100024543,021,310113,310100024543002,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,罗南新村,7,luo nan xin cun,2,121.35747,31.388831,地铁,310100024543,021,310113,310100024543003,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,潘广路,7,pan guang lu,3,121.355845,31.364182,地铁,310100024543,021,310113,310100024543004,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,刘行,7,liu xing,4,121.362404,31.357569,地铁,310100024543,021,310113,310100024543005,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,顾村公园,7,gu cun gong yuan,5,121.373008,31.344501,地铁,310100024543,021,310113,310100024543006,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,祁华路,7,qi hua lu,6,121.373569,31.322315,地铁,310100024543,021,310113,310100024543007,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,上海大学,7,shang hai da xue,7,121.388884,31.320586,地铁,310100024543,021,310113,310100024543008,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,南陈路,7,nan chen lu,8,121.398863,31.321437,地铁,310100024543,021,310113,310100024543009,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,上大路,7,shang da lu,9,121.40858,31.315071,地铁,310100024543,021,310113,310100024543010,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,场中路,7,chang zhong lu,10,121.413661,31.303685,地铁,310100024543,021,310113,310100024543011,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,大场镇,7,da chang zhen,11,121.416548,31.29332,地铁,310100024543,021,310113,310100024543012,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,行知路,7,xing zhi lu,12,121.421493,31.284942,地铁,310100024543,021,310113,310100024543013,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,大华三路,7,da hua san lu,13,121.423047,31.274024,地铁,310100024543,021,310113,310100024543014,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,新村路,7,xin cun lu,14,121.422682,31.263952,地铁,310100024543,021,310107,310100024543015,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,岚皋路,7,lan gao lu,15,121.421939,31.256198,地铁,310100024543,021,310107,310100024543016,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,镇坪路,7,zhen ping lu,16,121.431786,31.246688,地铁,310100024543,021,310107,310100024543017,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,长寿路,7,chang shou lu,17,121.438261,31.239914,地铁,310100024543,021,310107,310100024543018,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,昌平路,7,chang ping lu,18,121.442617,31.233749,地铁,310100024543,021,310106,310100024543019,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,静安寺,7,jing an si,19,121.448569,31.222974,地铁,310100024543,021,310106,310100024543020,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,常熟路,7,chang shu lu,20,121.449141,31.213524,地铁,310100024543,021,310104,310100024543021,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,肇嘉浜路,7,zhao jia bang lu,21,121.450408,31.198684,地铁,310100024543,021,310104,310100024543022,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,东安路,7,dong an lu,22,121.454897,31.190819,地铁,310100024543,021,310104,310100024543023,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,龙华中路,7,long hua zhong lu,23,121.457054,31.183843,地铁,310100024543,021,310104,310100024543024,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,后滩,7,hou tan,24,121.473756,31.171918,地铁,310100024543,021,310115,310100024543025,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,长清路,7,chang qing lu,25,121.486117,31.174611,地铁,310100024543,021,310115,310100024543026,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,耀华路,7,yao hua lu,26,121.494612,31.178513,地铁,310100024543,021,310115,310100024543027,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,云台路,7,yun tai lu,27,121.500439,31.182212,地铁,310100024543,021,310115,310100024543028,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,高科西路,7,gao ke xi lu,28,121.509845,31.185761,地铁,310100024543,021,310115,310100024543029,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,杨高南路,7,yang gao nan lu,29,121.525087,31.187566,地铁,310100024543,021,310115,310100024543030,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,锦绣路,7,jin xiu lu,30,121.540041,31.187592,地铁,310100024543,021,310115,310100024543031,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,芳华路,7,fang hua lu,31,121.550115,31.19311,地铁,310100024543,021,310115,310100024543032,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,龙阳路,7,long yang lu,32,121.557634,31.203575,地铁,310100024543,021,310115,310100024543033,33,6-13分钟,43.51155,3,1,1
上海,地铁7号线,,美兰湖,121.349966,31.401949,花木路,121.562754,31.211212,花木路,7,hua mu lu,33,121.562754,31.211212,地铁,310100024543,021,310115,310100024543034,33,6-13分钟,43.51155,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,沈杜公路,6,shen du gong lu,1,121.512272,31.061427,地铁,310100025710,021,310112,310100025710002,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,联航路,6,lian hang lu,2,121.510594,31.073567,地铁,310100025710,021,310112,310100025710003,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,江月路,6,jiang yue lu,3,121.508603,31.084253,地铁,310100025710,021,310112,310100025710004,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,浦江镇,6,pu jiang zhen,4,121.506272,31.09659,地铁,310100025710,021,310112,310100025710005,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,芦恒路,6,lu heng lu,5,121.497842,31.119015,地铁,310100025710,021,310112,310100025710006,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,凌兆新村,6,ling zhao xin cun,6,121.489663,31.141301,地铁,310100025710,021,310115,310100025710007,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,东方体育中心,6,dong fang ti yu zhong xin,7,121.480304,31.153366,地铁,310100025710,021,310115,310100025710008,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,杨思,6,yang si,8,121.493443,31.161054,地铁,310100025710,021,310115,310100025710009,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,成山路,6,cheng shan lu,9,121.49622,31.170735,地铁,310100025710,021,310115,310100025710010,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,耀华路,6,yao hua lu,10,121.494612,31.178513,地铁,310100025710,021,310115,310100025710011,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,中华艺术宫,6,zhong hua yi shu gong,11,121.493626,31.185242,地铁,310100025710,021,310115,310100025710012,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,西藏南路,6,xi cang nan lu,12,121.489555,31.201967,地铁,310100025710,021,310101,310100025710013,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,陆家浜路,6,lu jia bang lu,13,121.486115,31.211789,地铁,310100025710,021,310101,310100025710014,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,老西门,6,lao xi men,14,121.48287,31.218964,地铁,310100025710,021,310101,310100025710015,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,大世界,6,da shi jie,15,121.479326,31.227182,地铁,310100025710,021,310101,310100025710016,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,人民广场,6,ren min guang chang,16,121.475357,31.232855,地铁,310100025710,021,310101,310100025710017,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,曲阜路,6,qu fu lu,17,121.471543,31.242307,地铁,310100025710,021,310106,310100025710018,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,中兴路,6,zhong xing lu,18,121.469026,31.253228,地铁,310100025710,021,310106,310100025710019,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,西藏北路,6,xi cang bei lu,19,121.468769,31.263505,地铁,310100025710,021,310106,310100025710020,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,虹口足球场,6,hong kou zu qiu chang,20,121.479327,31.269891,地铁,310100025710,021,310109,310100025710021,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,曲阳路,6,qu yang lu,21,121.491138,31.276524,地铁,310100025710,021,310109,310100025710022,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,四平路,6,si ping lu,22,121.501488,31.27488,地铁,310100025710,021,310109,310100025710023,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,鞍山新村,6,an shan xin cun,23,121.509685,31.273242,地铁,310100025710,021,310110,310100025710024,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,江浦路,6,jiang pu lu,24,121.518379,31.274946,地铁,310100025710,021,310110,310100025710025,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,黄兴路,6,huang xing lu,25,121.528401,31.278814,地铁,310100025710,021,310110,310100025710026,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,延吉中路,6,yan ji zhong lu,26,121.534941,31.288543,地铁,310100025710,021,310110,310100025710027,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,黄兴公园,6,huang xing gong yuan,27,121.533383,31.295389,地铁,310100025710,021,310110,310100025710028,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,翔殷路,6,xiang yin lu,28,121.531974,31.305002,地铁,310100025710,021,310110,310100025710029,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,嫩江路,6,nen jiang lu,29,121.531954,31.314804,地铁,310100025710,021,310110,310100025710030,30,5-12分钟,36.60758,3,1,1
上海,地铁8号线,,沈杜公路,121.512272,31.061427,市光路,121.531933,31.322724,市光路,6,shi guang lu,30,121.531933,31.322724,地铁,310100025710,021,310110,310100025710031,30,5-12分钟,36.60758,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,杨高中路,8,yang gao zhong lu,1,121.548664,31.22751,地铁,310100024547,021,310115,310100024547002,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,世纪大道,8,shi ji da dao,2,121.527221,31.228764,地铁,310100024547,021,310115,310100024547003,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,商城路,8,shang cheng lu,3,121.516275,31.230258,地铁,310100024547,021,310115,310100024547004,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,小南门,8,xiao nan men,4,121.498398,31.216866,地铁,310100024547,021,310101,310100024547005,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,陆家浜路,8,lu jia bang lu,5,121.486115,31.211789,地铁,310100024547,021,310101,310100024547006,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,马当路,8,ma dang lu,6,121.477256,31.20952,地铁,310100024547,021,310101,310100024547007,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,打浦桥,8,da pu qiao,7,121.468681,31.206309,地铁,310100024547,021,310101,310100024547008,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,嘉善路,8,jia shan lu,8,121.460704,31.20282,地铁,310100024547,021,310104,310100024547009,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,肇嘉浜路,8,zhao jia bang lu,9,121.450212,31.199436,地铁,310100024547,021,310104,310100024547010,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,徐家汇,8,xu jia hui,10,121.436837,31.195338,地铁,310100024547,021,310104,310100024547011,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,宜山路,8,yi shan lu,11,121.427393,31.184244,地铁,310100024547,021,310104,310100024547012,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,桂林路,8,gui lin lu,12,121.418064,31.174791,地铁,310100024547,021,310104,310100024547013,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,漕河泾开发区,8,cao he jing kai fa qu,13,121.397769,31.170644,地铁,310100024547,021,310104,310100024547014,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,合川路,8,he chuan lu,14,121.384772,31.166542,地铁,310100024547,021,310112,310100024547015,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,星中路,8,xing zhong lu,15,121.368903,31.158109,地铁,310100024547,021,310112,310100024547016,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,七宝,8,qi bao,16,121.349221,31.155287,地铁,310100024547,021,310112,310100024547017,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,中春路,8,zhong chun lu,17,121.3377,31.149415,地铁,310100024547,021,310112,310100024547018,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,九亭,8,jiu ting,18,121.319423,31.137252,地铁,310100024547,021,310117,310100024547019,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,泗泾,8,si jing,19,121.260247,31.118272,地铁,310100024547,021,310117,310100024547020,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,佘山,8,she shan,20,121.229686,31.104097,地铁,310100024547,021,310117,310100024547021,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,洞泾,8,dong jing,21,121.230473,31.084492,地铁,310100024547,021,310117,310100024547022,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,松江大学城,8,song jiang da xue cheng,22,121.232577,31.053984,地铁,310100024547,021,310117,310100024547023,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,松江新城,8,song jiang xin cheng,23,121.230739,31.030295,地铁,310100024547,021,310117,310100024547024,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,松江体育中心,8,song jiang ti yu zhong xin,24,121.230503,31.016035,地铁,310100024547,021,310117,310100024547025,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,醉白池,8,zui bai chi,25,121.229361,31.001125,地铁,310100024547,021,310117,310100024547026,26,6-10分钟,49.78092,3,1,1
上海,地铁9号线,,杨高中路,121.548664,31.22751,松江南站,121.230884,30.984818,松江南站,8,song jiang nan zhan,26,121.230884,30.984818,地铁,310100024547,021,310117,310100024547027,26,6-10分钟,49.78092,3,1,1
上海,地铁10号线,,新江湾城,121.506951,31.328496,虹桥火车站,121.31895,31.194022,新江湾城,6,xin jiang wan cheng,1,121.506951,31.328496,地铁,310100027706,021,310110,310100027706002,28,10分钟,30.60433,3,1,1
